filename	imageID	brightness_median	brightness_stdev	saturation_median	saturation_stdev	hue_median	hue_stdev
5735.png	1006	24	45.3079	127	81.341	70	66.1855
5738.png	1007	25	29.7727	59	61.8489	25	67.4854
5741.png	1008	79	54.8386	125	56.1159	18	57.3516
5744.png	1009	11	30.2453	255	62.8465	165	71.6526
5749.png	1010	63	56.5692	127	55.8998	18	60.5414
5755.png	1011	65	52.3445	135	51.8435	18	63.9605
5771.png	1012	40	42.9907	111	72.0962	27	76.56
5774.png	1013	65	52.4023	130	58.9333	20	54.9944
5777.png	1014	58	42.7853	144	59.0382	24	72.1193
5779.png	1015	74	44.3868	165	51.2278	22	65.1334
5790.png	1016	68	48.6813	131	60.0472	21	51.5367
5793.png	1017	74	50.7835	139	57.7158	18	51.2696
5797.png	1018	61	38.2621	131	47.137	26	81.0421
5800.png	1019	35	43.056	127	51.7637	25	90.2587
5803.png	1020	31	28.8902	146	54.5831	25	91.5479
5807.png	1021	48	40.3984	116	48.4316	29	52.9513
5810.png	1022	80	55.3948	124	52.829	20	45.8386
5813.png	1023	88	52.9056	133	55.9553	21	44.4007
59.png	1024	72	38.6705	99	39.783	29	49.6218
6038.png	1025	1	41.6397	255	122.63	85	46.7615
63.png	1026	68	41.036	103	44.2669	30	60.7842
66.png	1027	60	51.0555	142	64.8785	29	68.2179
69.png	1028	59	44.4931	142	63.5924	28	67.2841
71.png	1029	59	48.0875	145	63.798	29	67.9567
718.png	1030	66	52.3154	108	76.8592	30	60.6735
721.png	1031	66	51.9025	106	76.1861	30	65.3888
726.png	1032	73	45.5166	108	74.4046	54	69.1767
73.png	1033	53	47.1483	139	64.7054	29	70.0728
735.png	1034	84	35.0095	126	62.036	21	41.2457
738.png	1035	84	38.6686	124	61.9087	20	42.1645
740.png	1036	83	38.332	126	62.8747	20	45.4442
742.png	1037	73	46.7696	106	71.9619	40	68.054
743.png	1038	72	45.4909	112	72.5703	36	69.4124
745.png	1039	55	53.3953	93	80.1405	51	65.1875
747.png	1040	56	53.1557	89	78.3809	62	62.4219
752.png	1041	54	52.3452	95	78.6551	56	63.0108
76.png	1042	56	50.41	143	62.8347	29	70.3901
760.png	1043	74	46.6083	114	72.4852	31	68.2994
766.png	1044	77	46.977	113	71.4541	27	66.4472
768.png	1045	112	56.7859	133	49.6754	37	41.4556
769.png	1046	115	56.8917	129	49.9689	37	43.6665
771.png	1047	113	54.7199	124	50.0572	36	44.8212
772.png	1048	117	55.2433	123	49.6723	36	46.578
78.png	1049	13	47.7014	162	52.7232	176	90.3456
80.png	1050	13	46.9745	162	52.4577	176	90.4169
818.png	1051	52	33.5377	78	47.4284	48	35.6799
82.png	1052	16	46.6858	133	51.9454	28	95.8451
824.png	1053	63	59.9272	75	46.3518	31	52.6336
838.png	1054	113	49.2103	81	67.454	28	43.4055
848.png	1055	68	42.0337	146	56.5944	20	62.8857
85.png	1056	15	41.3397	142	52.9487	154	93.9117
855.png	1057	51	40.6314	155	65.7329	18	78.7501
857.png	1058	56	40.3161	154	61.1282	18	72.9125
863.png	1059	54	38.7415	151	63.4271	19	69.696
88.png	1060	22	44.6426	139	44.2474	19	77.1708
888.png	1061	44	53.8332	127	59.287	31	55.0641
892.png	1062	100	45.9214	122	52.6235	19	42.1823
90.png	1063	23	44.3663	151	43.6008	19	77.8177
905.png	1064	67	42.4814	82	67.0743	34	87.0352
908.png	1065	48	42.5816	88	72.9455	35	95.898
911.png	1066	72	38.7366	78	72.9668	63	85.242
92.png	1067	22	45.6991	147	44.076	19	81.9852
930.png	1068	73	41.7021	109	66.9203	34	71.4873
939.png	1069	73	42.258	109	66.1808	36	71.6639
94.png	1070	19	40.5692	148	45.0504	21	93.1569
944.png	1071	66	50.4319	162	72.5931	22	74.4617
950.png	1072	66	50.2646	155	73.3787	21	74.9757
953.png	1073	46	34.7382	121	66.3568	25	79.6513
956.png	1074	46	34.2731	127	67.392	24	79.1428
958.png	1075	46	35.6339	134	66.9467	24	78.8673
96.png	1076	18	38.7211	147	49.2625	20	88.7546
961.png	1077	46	33.3942	141	71.131	25	72.7725
963.png	1078	48	35.267	153	72.4318	25	71.1545
969.png	1079	68	41.532	110	68.4619	30	66.3113
98.png	1080	18	37.7709	142	48.0041	20	87.2125
